,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
1324,Verkehrsunfälle,insgesamt,2012,3,3739.0
1325,Verkehrsunfälle,insgesamt,2012,4,3667.0
1326,Verkehrsunfälle,insgesamt,2012,5,4114.0
1327,Verkehrsunfälle,insgesamt,2012,6,4018.0
1328,Verkehrsunfälle,insgesamt,2012,7,4281.0
1329,Verkehrsunfälle,insgesamt,2012,8,3452.0
1330,Verkehrsunfälle,insgesamt,2012,9,3962.0
1331,Verkehrsunfälle,insgesamt,2012,10,4146.0
1332,Verkehrsunfälle,insgesamt,2012,11,3839.0
1333,Verkehrsunfälle,insgesamt,2012,12,3395.0
1335,Verkehrsunfälle,insgesamt,2011,1,2775.0
1336,Verkehrsunfälle,insgesamt,2011,2,2903.0
1337,Verkehrsunfälle,insgesamt,2011,3,3523.0
1338,Verkehrsunfälle,insgesamt,2011,4,3529.0
1339,Verkehrsunfälle,insgesamt,2011,5,4143.0
1340,Verkehrsunfälle,insgesamt,2011,6,3212.0
1341,Verkehrsunfälle,insgesamt,2011,7,4074.0
1342,Verkehrsunfälle,insgesamt,2011,8,3322.0
1343,Verkehrsunfälle,insgesamt,2011,9,3730.0
1344,Verkehrsunfälle,insgesamt,2011,10,3830.0
1345,Verkehrsunfälle,insgesamt,2011,11,3567.0
1346,Verkehrsunfälle,insgesamt,2011,12,3506.0
1348,Verkehrsunfälle,insgesamt,2010,1,2346.0
1349,Verkehrsunfälle,insgesamt,2010,2,2539.0
1350,Verkehrsunfälle,insgesamt,2010,3,3309.0
1351,Verkehrsunfälle,insgesamt,2010,4,3202.0
1352,Verkehrsunfälle,insgesamt,2010,5,2974.0
1353,Verkehrsunfälle,insgesamt,2010,6,3193.0
1354,Verkehrsunfälle,insgesamt,2010,7,3712.0
1355,Verkehrsunfälle,insgesamt,2010,8,2843.0
1356,Verkehrsunfälle,insgesamt,2010,9,3524.0
1357,Verkehrsunfälle,insgesamt,2010,10,3500.0
1358,Verkehrsunfälle,insgesamt,2010,11,3329.0
1359,Verkehrsunfälle,insgesamt,2010,12,3413.0
1361,Verkehrsunfälle,insgesamt,2009,1,2482.0
1362,Verkehrsunfälle,insgesamt,2009,2,3480.0
1363,Verkehrsunfälle,insgesamt,2009,3,2744.0
1364,Verkehrsunfälle,insgesamt,2009,4,2953.0
1365,Verkehrsunfälle,insgesamt,2009,5,3240.0
1366,Verkehrsunfälle,insgesamt,2009,6,2876.0
1367,Verkehrsunfälle,insgesamt,2009,7,3622.0
1368,Verkehrsunfälle,insgesamt,2009,8,2749.0
1369,Verkehrsunfälle,insgesamt,2009,9,3252.0
1370,Verkehrsunfälle,insgesamt,2009,10,3567.0
1371,Verkehrsunfälle,insgesamt,2009,11,3294.0
1372,Verkehrsunfälle,insgesamt,2009,12,3202.0
1374,Verkehrsunfälle,insgesamt,2008,1,2945.0
1375,Verkehrsunfälle,insgesamt,2008,2,3171.0
1376,Verkehrsunfälle,insgesamt,2008,3,2910.0
1377,Verkehrsunfälle,insgesamt,2008,4,3339.0
1378,Verkehrsunfälle,insgesamt,2008,5,3428.0
1379,Verkehrsunfälle,insgesamt,2008,6,3374.0
1380,Verkehrsunfälle,insgesamt,2008,7,3500.0
1381,Verkehrsunfälle,insgesamt,2008,8,2870.0
1382,Verkehrsunfälle,insgesamt,2008,9,3271.0
1383,Verkehrsunfälle,insgesamt,2008,10,3683.0
1384,Verkehrsunfälle,insgesamt,2008,11,2983.0
1385,Verkehrsunfälle,insgesamt,2008,12,2888.0
1387,Verkehrsunfälle,insgesamt,2007,1,2735.0
1388,Verkehrsunfälle,insgesamt,2007,2,2643.0
1389,Verkehrsunfälle,insgesamt,2007,3,2836.0
1390,Verkehrsunfälle,insgesamt,2007,4,3292.0
1391,Verkehrsunfälle,insgesamt,2007,5,3529.0
1392,Verkehrsunfälle,insgesamt,2007,6,3225.0
1393,Verkehrsunfälle,insgesamt,2007,7,3622.0
1394,Verkehrsunfälle,insgesamt,2007,8,2943.0
1395,Verkehrsunfälle,insgesamt,2007,9,3414.0
1396,Verkehrsunfälle,insgesamt,2007,10,3695.0
1397,Verkehrsunfälle,insgesamt,2007,11,3444.0
1398,Verkehrsunfälle,insgesamt,2007,12,3184.0
1400,Verkehrsunfälle,insgesamt,2006,1,2893.0
1401,Verkehrsunfälle,insgesamt,2006,2,2901.0
1402,Verkehrsunfälle,insgesamt,2006,3,4165.0
1403,Verkehrsunfälle,insgesamt,2006,4,2874.0
1404,Verkehrsunfälle,insgesamt,2006,5,3032.0
1405,Verkehrsunfälle,insgesamt,2006,6,2853.0
1406,Verkehrsunfälle,insgesamt,2006,7,3611.0
1407,Verkehrsunfälle,insgesamt,2006,8,2993.0
1408,Verkehrsunfälle,insgesamt,2006,9,3233.0
1409,Verkehrsunfälle,insgesamt,2006,10,3286.0
1410,Verkehrsunfälle,insgesamt,2006,11,3073.0
1411,Verkehrsunfälle,insgesamt,2006,12,3419.0
1413,Verkehrsunfälle,insgesamt,2005,1,2788.0
1414,Verkehrsunfälle,insgesamt,2005,2,3461.0
1415,Verkehrsunfälle,insgesamt,2005,3,3560.0
1416,Verkehrsunfälle,insgesamt,2005,4,3320.0
1417,Verkehrsunfälle,insgesamt,2005,5,3321.0
1418,Verkehrsunfälle,insgesamt,2005,6,3499.0
1419,Verkehrsunfälle,insgesamt,2005,7,3631.0
1420,Verkehrsunfälle,insgesamt,2005,8,2965.0
1421,Verkehrsunfälle,insgesamt,2005,9,3921.0
1422,Verkehrsunfälle,insgesamt,2005,10,3503.0
1423,Verkehrsunfälle,insgesamt,2005,11,3205.0
1424,Verkehrsunfälle,insgesamt,2005,12,3549.0
1426,Verkehrsunfälle,insgesamt,2004,1,2969.0
1427,Verkehrsunfälle,insgesamt,2004,2,2728.0
1428,Verkehrsunfälle,insgesamt,2004,3,3271.0
1429,Verkehrsunfälle,insgesamt,2004,4,3183.0
1430,Verkehrsunfälle,insgesamt,2004,5,3378.0
1431,Verkehrsunfälle,insgesamt,2004,6,3229.0
1432,Verkehrsunfälle,insgesamt,2004,7,3760.0
1433,Verkehrsunfälle,insgesamt,2004,8,2926.0
1434,Verkehrsunfälle,insgesamt,2004,9,3663.0
1435,Verkehrsunfälle,insgesamt,2004,10,3716.0
1436,Verkehrsunfälle,insgesamt,2004,11,3449.0
1437,Verkehrsunfälle,insgesamt,2004,12,3792.0
1439,Verkehrsunfälle,insgesamt,2003,1,3073.0
1440,Verkehrsunfälle,insgesamt,2003,2,2968.0
1441,Verkehrsunfälle,insgesamt,2003,3,3060.0
1442,Verkehrsunfälle,insgesamt,2003,4,3106.0
1443,Verkehrsunfälle,insgesamt,2003,5,3255.0
1444,Verkehrsunfälle,insgesamt,2003,6,3139.0
1445,Verkehrsunfälle,insgesamt,2003,7,3321.0
1446,Verkehrsunfälle,insgesamt,2003,8,2837.0
1447,Verkehrsunfälle,insgesamt,2003,9,3393.0
1448,Verkehrsunfälle,insgesamt,2003,10,3631.0
1449,Verkehrsunfälle,insgesamt,2003,11,3325.0
1450,Verkehrsunfälle,insgesamt,2003,12,3527.0
1452,Verkehrsunfälle,insgesamt,2002,1,3063.0
1453,Verkehrsunfälle,insgesamt,2002,2,2892.0
1454,Verkehrsunfälle,insgesamt,2002,3,3380.0
1455,Verkehrsunfälle,insgesamt,2002,4,3142.0
1456,Verkehrsunfälle,insgesamt,2002,5,3731.0
1457,Verkehrsunfälle,insgesamt,2002,6,3586.0
1458,Verkehrsunfälle,insgesamt,2002,7,3960.0
1459,Verkehrsunfälle,insgesamt,2002,8,3007.0
1460,Verkehrsunfälle,insgesamt,2002,9,3436.0
1461,Verkehrsunfälle,insgesamt,2002,10,3859.0
1462,Verkehrsunfälle,insgesamt,2002,11,3529.0
1463,Verkehrsunfälle,insgesamt,2002,12,3023.0
1465,Verkehrsunfälle,insgesamt,2001,1,3348.0
1466,Verkehrsunfälle,insgesamt,2001,2,3148.0
1467,Verkehrsunfälle,insgesamt,2001,3,3970.0
1468,Verkehrsunfälle,insgesamt,2001,4,3565.0
1469,Verkehrsunfälle,insgesamt,2001,5,4128.0
1470,Verkehrsunfälle,insgesamt,2001,6,3715.0
1471,Verkehrsunfälle,insgesamt,2001,7,4288.0
1472,Verkehrsunfälle,insgesamt,2001,8,3351.0
1473,Verkehrsunfälle,insgesamt,2001,9,3939.0
1474,Verkehrsunfälle,insgesamt,2001,10,4250.0
1475,Verkehrsunfälle,insgesamt,2001,11,4022.0
1476,Verkehrsunfälle,insgesamt,2001,12,3989.0
1478,Verkehrsunfälle,insgesamt,2000,1,3448.0
1479,Verkehrsunfälle,insgesamt,2000,2,3181.0
1480,Verkehrsunfälle,insgesamt,2000,3,3783.0
1481,Verkehrsunfälle,insgesamt,2000,4,3317.0
1482,Verkehrsunfälle,insgesamt,2000,5,4123.0
1483,Verkehrsunfälle,insgesamt,2000,6,3329.0
1484,Verkehrsunfälle,insgesamt,2000,7,4282.0
1485,Verkehrsunfälle,insgesamt,2000,8,3387.0
1486,Verkehrsunfälle,insgesamt,2000,9,3807.0
1487,Verkehrsunfälle,insgesamt,2000,10,4117.0
1488,Verkehrsunfälle,insgesamt,2000,11,3931.0
1489,Verkehrsunfälle,insgesamt,2000,12,3789.0
1516,Verkehrsunfälle,mit Personenschäden,2020,1,301.0
1517,Verkehrsunfälle,mit Personenschäden,2020,2,306.0
1518,Verkehrsunfälle,mit Personenschäden,2020,3,270.0
1519,Verkehrsunfälle,mit Personenschäden,2020,4,314.0
1520,Verkehrsunfälle,mit Personenschäden,2020,5,416.0
1521,Verkehrsunfälle,mit Personenschäden,2020,6,496.0
1522,Verkehrsunfälle,mit Personenschäden,2020,7,717.0
1523,Verkehrsunfälle,mit Personenschäden,2020,8,487.0
1524,Verkehrsunfälle,mit Personenschäden,2020,9,555.0
1525,Verkehrsunfälle,mit Personenschäden,2020,10,489.0
1526,Verkehrsunfälle,mit Personenschäden,2020,11,297.0
1527,Verkehrsunfälle,mit Personenschäden,2020,12,270.0
1529,Verkehrsunfälle,mit Personenschäden,2019,1,243.0
1530,Verkehrsunfälle,mit Personenschäden,2019,2,289.0
1531,Verkehrsunfälle,mit Personenschäden,2019,3,369.0
1532,Verkehrsunfälle,mit Personenschäden,2019,4,426.0
1533,Verkehrsunfälle,mit Personenschäden,2019,5,416.0
1534,Verkehrsunfälle,mit Personenschäden,2019,6,615.0
1535,Verkehrsunfälle,mit Personenschäden,2019,7,762.0
1536,Verkehrsunfälle,mit Personenschäden,2019,8,451.0
1537,Verkehrsunfälle,mit Personenschäden,2019,9,533.0
1538,Verkehrsunfälle,mit Personenschäden,2019,10,500.0
1539,Verkehrsunfälle,mit Personenschäden,2019,11,383.0
1540,Verkehrsunfälle,mit Personenschäden,2019,12,326.0
1542,Verkehrsunfälle,mit Personenschäden,2018,1,290.0
1543,Verkehrsunfälle,mit Personenschäden,2018,2,265.0
1544,Verkehrsunfälle,mit Personenschäden,2018,3,331.0
1545,Verkehrsunfälle,mit Personenschäden,2018,4,519.0
1546,Verkehrsunfälle,mit Personenschäden,2018,5,528.0
1547,Verkehrsunfälle,mit Personenschäden,2018,6,622.0
1548,Verkehrsunfälle,mit Personenschäden,2018,7,714.0
1549,Verkehrsunfälle,mit Personenschäden,2018,8,456.0
1550,Verkehrsunfälle,mit Personenschäden,2018,9,528.0
1551,Verkehrsunfälle,mit Personenschäden,2018,10,529.0
1552,Verkehrsunfälle,mit Personenschäden,2018,11,407.0
1553,Verkehrsunfälle,mit Personenschäden,2018,12,282.0
1555,Verkehrsunfälle,mit Personenschäden,2017,1,242.0
1556,Verkehrsunfälle,mit Personenschäden,2017,2,277.0
1557,Verkehrsunfälle,mit Personenschäden,2017,3,407.0
1558,Verkehrsunfälle,mit Personenschäden,2017,4,365.0
1559,Verkehrsunfälle,mit Personenschäden,2017,5,545.0
1560,Verkehrsunfälle,mit Personenschäden,2017,6,568.0
1561,Verkehrsunfälle,mit Personenschäden,2017,7,611.0
1562,Verkehrsunfälle,mit Personenschäden,2017,8,447.0
1563,Verkehrsunfälle,mit Personenschäden,2017,9,430.0
1564,Verkehrsunfälle,mit Personenschäden,2017,10,490.0
1565,Verkehrsunfälle,mit Personenschäden,2017,11,373.0
1566,Verkehrsunfälle,mit Personenschäden,2017,12,307.0
1568,Verkehrsunfälle,mit Personenschäden,2016,1,298.0
1569,Verkehrsunfälle,mit Personenschäden,2016,2,305.0
1570,Verkehrsunfälle,mit Personenschäden,2016,3,299.0
1571,Verkehrsunfälle,mit Personenschäden,2016,4,447.0
1572,Verkehrsunfälle,mit Personenschäden,2016,5,502.0
1573,Verkehrsunfälle,mit Personenschäden,2016,6,592.0
1574,Verkehrsunfälle,mit Personenschäden,2016,7,623.0
1575,Verkehrsunfälle,mit Personenschäden,2016,8,469.0
1576,Verkehrsunfälle,mit Personenschäden,2016,9,627.0
1577,Verkehrsunfälle,mit Personenschäden,2016,10,448.0
1578,Verkehrsunfälle,mit Personenschäden,2016,11,402.0
1579,Verkehrsunfälle,mit Personenschäden,2016,12,317.0
1581,Verkehrsunfälle,mit Personenschäden,2015,1,263.0
1582,Verkehrsunfälle,mit Personenschäden,2015,2,262.0
1583,Verkehrsunfälle,mit Personenschäden,2015,3,376.0
1584,Verkehrsunfälle,mit Personenschäden,2015,4,495.0
1585,Verkehrsunfälle,mit Personenschäden,2015,5,487.0
1586,Verkehrsunfälle,mit Personenschäden,2015,6,560.0
1587,Verkehrsunfälle,mit Personenschäden,2015,7,708.0
1588,Verkehrsunfälle,mit Personenschäden,2015,8,481.0
1589,Verkehrsunfälle,mit Personenschäden,2015,9,509.0
1590,Verkehrsunfälle,mit Personenschäden,2015,10,475.0
1591,Verkehrsunfälle,mit Personenschäden,2015,11,430.0
1592,Verkehrsunfälle,mit Personenschäden,2015,12,384.0
1594,Verkehrsunfälle,mit Personenschäden,2014,1,324.0
1595,Verkehrsunfälle,mit Personenschäden,2014,2,309.0
1596,Verkehrsunfälle,mit Personenschäden,2014,3,460.0
1597,Verkehrsunfälle,mit Personenschäden,2014,4,455.0
1598,Verkehrsunfälle,mit Personenschäden,2014,5,536.0
1599,Verkehrsunfälle,mit Personenschäden,2014,6,558.0
1600,Verkehrsunfälle,mit Personenschäden,2014,7,654.0
1601,Verkehrsunfälle,mit Personenschäden,2014,8,432.0
1602,Verkehrsunfälle,mit Personenschäden,2014,9,534.0
1603,Verkehrsunfälle,mit Personenschäden,2014,10,529.0
1604,Verkehrsunfälle,mit Personenschäden,2014,11,401.0
1605,Verkehrsunfälle,mit Personenschäden,2014,12,331.0
1607,Verkehrsunfälle,mit Personenschäden,2013,1,254.0
1608,Verkehrsunfälle,mit Personenschäden,2013,2,263.0
1609,Verkehrsunfälle,mit Personenschäden,2013,3,284.0
1610,Verkehrsunfälle,mit Personenschäden,2013,4,440.0
1611,Verkehrsunfälle,mit Personenschäden,2013,5,454.0
1612,Verkehrsunfälle,mit Personenschäden,2013,6,580.0
1613,Verkehrsunfälle,mit Personenschäden,2013,7,812.0
1614,Verkehrsunfälle,mit Personenschäden,2013,8,514.0
1615,Verkehrsunfälle,mit Personenschäden,2013,9,531.0
1616,Verkehrsunfälle,mit Personenschäden,2013,10,510.0
1617,Verkehrsunfälle,mit Personenschäden,2013,11,388.0
1618,Verkehrsunfälle,mit Personenschäden,2013,12,356.0
1620,Verkehrsunfälle,mit Personenschäden,2012,1,273.0
1621,Verkehrsunfälle,mit Personenschäden,2012,2,233.0
1622,Verkehrsunfälle,mit Personenschäden,2012,3,424.0
1623,Verkehrsunfälle,mit Personenschäden,2012,4,394.0
1624,Verkehrsunfälle,mit Personenschäden,2012,5,596.0
1625,Verkehrsunfälle,mit Personenschäden,2012,6,577.0
1626,Verkehrsunfälle,mit Personenschäden,2012,7,632.0
1627,Verkehrsunfälle,mit Personenschäden,2012,8,545.0
1628,Verkehrsunfälle,mit Personenschäden,2012,9,532.0
1629,Verkehrsunfälle,mit Personenschäden,2012,10,477.0
1630,Verkehrsunfälle,mit Personenschäden,2012,11,394.0
1631,Verkehrsunfälle,mit Personenschäden,2012,12,248.0
1633,Verkehrsunfälle,mit Personenschäden,2011,1,255.0
1634,Verkehrsunfälle,mit Personenschäden,2011,2,264.0
1635,Verkehrsunfälle,mit Personenschäden,2011,3,373.0
1636,Verkehrsunfälle,mit Personenschäden,2011,4,505.0
1637,Verkehrsunfälle,mit Personenschäden,2011,5,636.0
1638,Verkehrsunfälle,mit Personenschäden,2011,6,399.0
1639,Verkehrsunfälle,mit Personenschäden,2011,7,532.0
1640,Verkehrsunfälle,mit Personenschäden,2011,8,402.0
1641,Verkehrsunfälle,mit Personenschäden,2011,9,441.0
1642,Verkehrsunfälle,mit Personenschäden,2011,10,393.0
1643,Verkehrsunfälle,mit Personenschäden,2011,11,359.0
1644,Verkehrsunfälle,mit Personenschäden,2011,12,315.0
1646,Verkehrsunfälle,mit Personenschäden,2010,1,147.0
1647,Verkehrsunfälle,mit Personenschäden,2010,2,200.0
1648,Verkehrsunfälle,mit Personenschäden,2010,3,291.0
1649,Verkehrsunfälle,mit Personenschäden,2010,4,377.0
1650,Verkehrsunfälle,mit Personenschäden,2010,5,320.0
1651,Verkehrsunfälle,mit Personenschäden,2010,6,440.0
1652,Verkehrsunfälle,mit Personenschäden,2010,7,619.0
1653,Verkehrsunfälle,mit Personenschäden,2010,8,416.0
1654,Verkehrsunfälle,mit Personenschäden,2010,9,456.0
1655,Verkehrsunfälle,mit Personenschäden,2010,10,432.0
1656,Verkehrsunfälle,mit Personenschäden,2010,11,319.0
1657,Verkehrsunfälle,mit Personenschäden,2010,12,223.0
1659,Verkehrsunfälle,mit Personenschäden,2009,1,184.0
1660,Verkehrsunfälle,mit Personenschäden,2009,2,273.0
1661,Verkehrsunfälle,mit Personenschäden,2009,3,202.0
1662,Verkehrsunfälle,mit Personenschäden,2009,4,357.0
1663,Verkehrsunfälle,mit Personenschäden,2009,5,454.0
1664,Verkehrsunfälle,mit Personenschäden,2009,6,371.0
1665,Verkehrsunfälle,mit Personenschäden,2009,7,476.0
1666,Verkehrsunfälle,mit Personenschäden,2009,8,376.0
1667,Verkehrsunfälle,mit Personenschäden,2009,9,388.0
1668,Verkehrsunfälle,mit Personenschäden,2009,10,360.0
1669,Verkehrsunfälle,mit Personenschäden,2009,11,312.0
1670,Verkehrsunfälle,mit Personenschäden,2009,12,312.0
1672,Verkehrsunfälle,mit Personenschäden,2008,1,260.0
1673,Verkehrsunfälle,mit Personenschäden,2008,2,279.0
1674,Verkehrsunfälle,mit Personenschäden,2008,3,210.0
1675,Verkehrsunfälle,mit Personenschäden,2008,4,315.0
1676,Verkehrsunfälle,mit Personenschäden,2008,5,445.0
1677,Verkehrsunfälle,mit Personenschäden,2008,6,424.0
1678,Verkehrsunfälle,mit Personenschäden,2008,7,459.0
1679,Verkehrsunfälle,mit Personenschäden,2008,8,402.0
1680,Verkehrsunfälle,mit Personenschäden,2008,9,360.0
1681,Verkehrsunfälle,mit Personenschäden,2008,10,373.0
1682,Verkehrsunfälle,mit Personenschäden,2008,11,281.0
1683,Verkehrsunfälle,mit Personenschäden,2008,12,230.0
1685,Verkehrsunfälle,mit Personenschäden,2007,1,218.0
1686,Verkehrsunfälle,mit Personenschäden,2007,2,217.0
1687,Verkehrsunfälle,mit Personenschäden,2007,3,293.0
1688,Verkehrsunfälle,mit Personenschäden,2007,4,396.0
1689,Verkehrsunfälle,mit Personenschäden,2007,5,482.0
1690,Verkehrsunfälle,mit Personenschäden,2007,6,444.0
1691,Verkehrsunfälle,mit Personenschäden,2007,7,435.0
1692,Verkehrsunfälle,mit Personenschäden,2007,8,344.0
1693,Verkehrsunfälle,mit Personenschäden,2007,9,385.0
1694,Verkehrsunfälle,mit Personenschäden,2007,10,405.0
1695,Verkehrsunfälle,mit Personenschäden,2007,11,324.0
1696,Verkehrsunfälle,mit Personenschäden,2007,12,333.0
1698,Verkehrsunfälle,mit Personenschäden,2006,1,291.0
1699,Verkehrsunfälle,mit Personenschäden,2006,2,237.0
1700,Verkehrsunfälle,mit Personenschäden,2006,3,275.0
1701,Verkehrsunfälle,mit Personenschäden,2006,4,301.0
1702,Verkehrsunfälle,mit Personenschäden,2006,5,471.0
1703,Verkehrsunfälle,mit Personenschäden,2006,6,406.0
1704,Verkehrsunfälle,mit Personenschäden,2006,7,671.0
1705,Verkehrsunfälle,mit Personenschäden,2006,8,422.0
1706,Verkehrsunfälle,mit Personenschäden,2006,9,407.0
1707,Verkehrsunfälle,mit Personenschäden,2006,10,500.0
1708,Verkehrsunfälle,mit Personenschäden,2006,11,384.0
1709,Verkehrsunfälle,mit Personenschäden,2006,12,386.0
1711,Verkehrsunfälle,mit Personenschäden,2005,1,244.0
1712,Verkehrsunfälle,mit Personenschäden,2005,2,229.0
1713,Verkehrsunfälle,mit Personenschäden,2005,3,299.0
1714,Verkehrsunfälle,mit Personenschäden,2005,4,422.0
1715,Verkehrsunfälle,mit Personenschäden,2005,5,521.0
1716,Verkehrsunfälle,mit Personenschäden,2005,6,627.0
1717,Verkehrsunfälle,mit Personenschäden,2005,7,558.0
1718,Verkehrsunfälle,mit Personenschäden,2005,8,462.0
1719,Verkehrsunfälle,mit Personenschäden,2005,9,678.0
1720,Verkehrsunfälle,mit Personenschäden,2005,10,451.0
1721,Verkehrsunfälle,mit Personenschäden,2005,11,496.0
1722,Verkehrsunfälle,mit Personenschäden,2005,12,487.0
1724,Verkehrsunfälle,mit Personenschäden,2004,1,286.0
1725,Verkehrsunfälle,mit Personenschäden,2004,2,240.0
