,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
1726,Verkehrsunfälle,mit Personenschäden,2004,3,321.0
1727,Verkehrsunfälle,mit Personenschäden,2004,4,388.0
1728,Verkehrsunfälle,mit Personenschäden,2004,5,476.0
1729,Verkehrsunfälle,mit Personenschäden,2004,6,491.0
1730,Verkehrsunfälle,mit Personenschäden,2004,7,646.0
1731,Verkehrsunfälle,mit Personenschäden,2004,8,584.0
1732,Verkehrsunfälle,mit Personenschäden,2004,9,541.0
1733,Verkehrsunfälle,mit Personenschäden,2004,10,465.0
1734,Verkehrsunfälle,mit Personenschäden,2004,11,360.0
1735,Verkehrsunfälle,mit Personenschäden,2004,12,416.0
1737,Verkehrsunfälle,mit Personenschäden,2003,1,282.0
1738,Verkehrsunfälle,mit Personenschäden,2003,2,232.0
1739,Verkehrsunfälle,mit Personenschäden,2003,3,374.0
1740,Verkehrsunfälle,mit Personenschäden,2003,4,429.0
1741,Verkehrsunfälle,mit Personenschäden,2003,5,510.0
1742,Verkehrsunfälle,mit Personenschäden,2003,6,566.0
1743,Verkehrsunfälle,mit Personenschäden,2003,7,538.0
1744,Verkehrsunfälle,mit Personenschäden,2003,8,461.0
1745,Verkehrsunfälle,mit Personenschäden,2003,9,452.0
1746,Verkehrsunfälle,mit Personenschäden,2003,10,466.0
1747,Verkehrsunfälle,mit Personenschäden,2003,11,359.0
1748,Verkehrsunfälle,mit Personenschäden,2003,12,383.0
1750,Verkehrsunfälle,mit Personenschäden,2002,1,328.0
1751,Verkehrsunfälle,mit Personenschäden,2002,2,316.0
1752,Verkehrsunfälle,mit Personenschäden,2002,3,414.0
1753,Verkehrsunfälle,mit Personenschäden,2002,4,432.0
1754,Verkehrsunfälle,mit Personenschäden,2002,5,537.0
1755,Verkehrsunfälle,mit Personenschäden,2002,6,675.0
1756,Verkehrsunfälle,mit Personenschäden,2002,7,711.0
1757,Verkehrsunfälle,mit Personenschäden,2002,8,479.0
1758,Verkehrsunfälle,mit Personenschäden,2002,9,509.0
1759,Verkehrsunfälle,mit Personenschäden,2002,10,467.0
1760,Verkehrsunfälle,mit Personenschäden,2002,11,448.0
1761,Verkehrsunfälle,mit Personenschäden,2002,12,304.0
1763,Verkehrsunfälle,mit Personenschäden,2001,1,354.0
1764,Verkehrsunfälle,mit Personenschäden,2001,2,343.0
1765,Verkehrsunfälle,mit Personenschäden,2001,3,426.0
1766,Verkehrsunfälle,mit Personenschäden,2001,4,454.0
1767,Verkehrsunfälle,mit Personenschäden,2001,5,655.0
1768,Verkehrsunfälle,mit Personenschäden,2001,6,560.0
1769,Verkehrsunfälle,mit Personenschäden,2001,7,755.0
1770,Verkehrsunfälle,mit Personenschäden,2001,8,510.0
1771,Verkehrsunfälle,mit Personenschäden,2001,9,497.0
1772,Verkehrsunfälle,mit Personenschäden,2001,10,581.0
1773,Verkehrsunfälle,mit Personenschäden,2001,11,436.0
1774,Verkehrsunfälle,mit Personenschäden,2001,12,377.0
1776,Verkehrsunfälle,mit Personenschäden,2000,1,321.0
1777,Verkehrsunfälle,mit Personenschäden,2000,2,329.0
1778,Verkehrsunfälle,mit Personenschäden,2000,3,414.0
1779,Verkehrsunfälle,mit Personenschäden,2000,4,441.0
1780,Verkehrsunfälle,mit Personenschäden,2000,5,568.0
1781,Verkehrsunfälle,mit Personenschäden,2000,6,555.0
1782,Verkehrsunfälle,mit Personenschäden,2000,7,610.0
1783,Verkehrsunfälle,mit Personenschäden,2000,8,525.0
1784,Verkehrsunfälle,mit Personenschäden,2000,9,557.0
1785,Verkehrsunfälle,mit Personenschäden,2000,10,493.0
1786,Verkehrsunfälle,mit Personenschäden,2000,11,461.0
1787,Verkehrsunfälle,mit Personenschäden,2000,12,403.0
1814,Verkehrsunfälle,Verletzte und Getötete,2020,1,360.0
1815,Verkehrsunfälle,Verletzte und Getötete,2020,2,355.0
1816,Verkehrsunfälle,Verletzte und Getötete,2020,3,334.0
1817,Verkehrsunfälle,Verletzte und Getötete,2020,4,363.0
1818,Verkehrsunfälle,Verletzte und Getötete,2020,5,464.0
1819,Verkehrsunfälle,Verletzte und Getötete,2020,6,585.0
1820,Verkehrsunfälle,Verletzte und Getötete,2020,7,821.0
1821,Verkehrsunfälle,Verletzte und Getötete,2020,8,563.0
1822,Verkehrsunfälle,Verletzte und Getötete,2020,9,634.0
1823,Verkehrsunfälle,Verletzte und Getötete,2020,10,566.0
1824,Verkehrsunfälle,Verletzte und Getötete,2020,11,348.0
1825,Verkehrsunfälle,Verletzte und Getötete,2020,12,311.0
1827,Verkehrsunfälle,Verletzte und Getötete,2019,1,297.0
1828,Verkehrsunfälle,Verletzte und Getötete,2019,2,345.0
1829,Verkehrsunfälle,Verletzte und Getötete,2019,3,427.0
1830,Verkehrsunfälle,Verletzte und Getötete,2019,4,515.0
1831,Verkehrsunfälle,Verletzte und Getötete,2019,5,484.0
1832,Verkehrsunfälle,Verletzte und Getötete,2019,6,710.0
1833,Verkehrsunfälle,Verletzte und Getötete,2019,7,898.0
1834,Verkehrsunfälle,Verletzte und Getötete,2019,8,532.0
1835,Verkehrsunfälle,Verletzte und Getötete,2019,9,609.0
1836,Verkehrsunfälle,Verletzte und Getötete,2019,10,591.0
1837,Verkehrsunfälle,Verletzte und Getötete,2019,11,453.0
1838,Verkehrsunfälle,Verletzte und Getötete,2019,12,378.0
1840,Verkehrsunfälle,Verletzte und Getötete,2018,1,350.0
1841,Verkehrsunfälle,Verletzte und Getötete,2018,2,328.0
1842,Verkehrsunfälle,Verletzte und Getötete,2018,3,383.0
1843,Verkehrsunfälle,Verletzte und Getötete,2018,4,619.0
1844,Verkehrsunfälle,Verletzte und Getötete,2018,5,640.0
1845,Verkehrsunfälle,Verletzte und Getötete,2018,6,732.0
1846,Verkehrsunfälle,Verletzte und Getötete,2018,7,852.0
1847,Verkehrsunfälle,Verletzte und Getötete,2018,8,529.0
1848,Verkehrsunfälle,Verletzte und Getötete,2018,9,645.0
1849,Verkehrsunfälle,Verletzte und Getötete,2018,10,616.0
1850,Verkehrsunfälle,Verletzte und Getötete,2018,11,485.0
1851,Verkehrsunfälle,Verletzte und Getötete,2018,12,348.0
1853,Verkehrsunfälle,Verletzte und Getötete,2017,1,307.0
1854,Verkehrsunfälle,Verletzte und Getötete,2017,2,334.0
1855,Verkehrsunfälle,Verletzte und Getötete,2017,3,486.0
1856,Verkehrsunfälle,Verletzte und Getötete,2017,4,439.0
1857,Verkehrsunfälle,Verletzte und Getötete,2017,5,631.0
1858,Verkehrsunfälle,Verletzte und Getötete,2017,6,668.0
1859,Verkehrsunfälle,Verletzte und Getötete,2017,7,752.0
1860,Verkehrsunfälle,Verletzte und Getötete,2017,8,504.0
1861,Verkehrsunfälle,Verletzte und Getötete,2017,9,546.0
1862,Verkehrsunfälle,Verletzte und Getötete,2017,10,572.0
1863,Verkehrsunfälle,Verletzte und Getötete,2017,11,443.0
1864,Verkehrsunfälle,Verletzte und Getötete,2017,12,376.0
1866,Verkehrsunfälle,Verletzte und Getötete,2016,1,380.0
1867,Verkehrsunfälle,Verletzte und Getötete,2016,2,351.0
1868,Verkehrsunfälle,Verletzte und Getötete,2016,3,370.0
1869,Verkehrsunfälle,Verletzte und Getötete,2016,4,545.0
1870,Verkehrsunfälle,Verletzte und Getötete,2016,5,602.0
1871,Verkehrsunfälle,Verletzte und Getötete,2016,6,691.0
1872,Verkehrsunfälle,Verletzte und Getötete,2016,7,742.0
1873,Verkehrsunfälle,Verletzte und Getötete,2016,8,540.0
1874,Verkehrsunfälle,Verletzte und Getötete,2016,9,759.0
1875,Verkehrsunfälle,Verletzte und Getötete,2016,10,559.0
1876,Verkehrsunfälle,Verletzte und Getötete,2016,11,489.0
1877,Verkehrsunfälle,Verletzte und Getötete,2016,12,381.0
1879,Verkehrsunfälle,Verletzte und Getötete,2015,1,334.0
1880,Verkehrsunfälle,Verletzte und Getötete,2015,2,321.0
1881,Verkehrsunfälle,Verletzte und Getötete,2015,3,471.0
1882,Verkehrsunfälle,Verletzte und Getötete,2015,4,598.0
1883,Verkehrsunfälle,Verletzte und Getötete,2015,5,604.0
1884,Verkehrsunfälle,Verletzte und Getötete,2015,6,673.0
1885,Verkehrsunfälle,Verletzte und Getötete,2015,7,809.0
1886,Verkehrsunfälle,Verletzte und Getötete,2015,8,546.0
1887,Verkehrsunfälle,Verletzte und Getötete,2015,9,614.0
1888,Verkehrsunfälle,Verletzte und Getötete,2015,10,569.0
1889,Verkehrsunfälle,Verletzte und Getötete,2015,11,506.0
1890,Verkehrsunfälle,Verletzte und Getötete,2015,12,479.0
1892,Verkehrsunfälle,Verletzte und Getötete,2014,1,412.0
1893,Verkehrsunfälle,Verletzte und Getötete,2014,2,372.0
1894,Verkehrsunfälle,Verletzte und Getötete,2014,3,559.0
1895,Verkehrsunfälle,Verletzte und Getötete,2014,4,549.0
1896,Verkehrsunfälle,Verletzte und Getötete,2014,5,671.0
1897,Verkehrsunfälle,Verletzte und Getötete,2014,6,656.0
1898,Verkehrsunfälle,Verletzte und Getötete,2014,7,783.0
1899,Verkehrsunfälle,Verletzte und Getötete,2014,8,517.0
1900,Verkehrsunfälle,Verletzte und Getötete,2014,9,620.0
1901,Verkehrsunfälle,Verletzte und Getötete,2014,10,652.0
1902,Verkehrsunfälle,Verletzte und Getötete,2014,11,464.0
1903,Verkehrsunfälle,Verletzte und Getötete,2014,12,413.0
1905,Verkehrsunfälle,Verletzte und Getötete,2013,1,320.0
1906,Verkehrsunfälle,Verletzte und Getötete,2013,2,326.0
1907,Verkehrsunfälle,Verletzte und Getötete,2013,3,350.0
1908,Verkehrsunfälle,Verletzte und Getötete,2013,4,523.0
1909,Verkehrsunfälle,Verletzte und Getötete,2013,5,530.0
1910,Verkehrsunfälle,Verletzte und Getötete,2013,6,734.0
1911,Verkehrsunfälle,Verletzte und Getötete,2013,7,976.0
1912,Verkehrsunfälle,Verletzte und Getötete,2013,8,645.0
1913,Verkehrsunfälle,Verletzte und Getötete,2013,9,617.0
1914,Verkehrsunfälle,Verletzte und Getötete,2013,10,595.0
1915,Verkehrsunfälle,Verletzte und Getötete,2013,11,483.0
1916,Verkehrsunfälle,Verletzte und Getötete,2013,12,423.0
1918,Verkehrsunfälle,Verletzte und Getötete,2012,1,338.0
1919,Verkehrsunfälle,Verletzte und Getötete,2012,2,290.0
1920,Verkehrsunfälle,Verletzte und Getötete,2012,3,526.0
1921,Verkehrsunfälle,Verletzte und Getötete,2012,4,485.0
1922,Verkehrsunfälle,Verletzte und Getötete,2012,5,719.0
1923,Verkehrsunfälle,Verletzte und Getötete,2012,6,681.0
1924,Verkehrsunfälle,Verletzte und Getötete,2012,7,730.0
1925,Verkehrsunfälle,Verletzte und Getötete,2012,8,635.0
1926,Verkehrsunfälle,Verletzte und Getötete,2012,9,632.0
1927,Verkehrsunfälle,Verletzte und Getötete,2012,10,580.0
1928,Verkehrsunfälle,Verletzte und Getötete,2012,11,471.0
1929,Verkehrsunfälle,Verletzte und Getötete,2012,12,317.0
1931,Verkehrsunfälle,Verletzte und Getötete,2011,1,328.0
1932,Verkehrsunfälle,Verletzte und Getötete,2011,2,343.0
1933,Verkehrsunfälle,Verletzte und Getötete,2011,3,425.0
1934,Verkehrsunfälle,Verletzte und Getötete,2011,4,604.0
1935,Verkehrsunfälle,Verletzte und Getötete,2011,5,765.0
1936,Verkehrsunfälle,Verletzte und Getötete,2011,6,472.0
1937,Verkehrsunfälle,Verletzte und Getötete,2011,7,637.0
1938,Verkehrsunfälle,Verletzte und Getötete,2011,8,487.0
1939,Verkehrsunfälle,Verletzte und Getötete,2011,9,519.0
1940,Verkehrsunfälle,Verletzte und Getötete,2011,10,481.0
1941,Verkehrsunfälle,Verletzte und Getötete,2011,11,438.0
1942,Verkehrsunfälle,Verletzte und Getötete,2011,12,370.0
1944,Verkehrsunfälle,Verletzte und Getötete,2010,1,192.0
1945,Verkehrsunfälle,Verletzte und Getötete,2010,2,247.0
1946,Verkehrsunfälle,Verletzte und Getötete,2010,3,341.0
1947,Verkehrsunfälle,Verletzte und Getötete,2010,4,216.0
1948,Verkehrsunfälle,Verletzte und Getötete,2010,5,389.0
1949,Verkehrsunfälle,Verletzte und Getötete,2010,6,517.0
1950,Verkehrsunfälle,Verletzte und Getötete,2010,7,721.0
1951,Verkehrsunfälle,Verletzte und Getötete,2010,8,481.0
1952,Verkehrsunfälle,Verletzte und Getötete,2010,9,534.0
1953,Verkehrsunfälle,Verletzte und Getötete,2010,10,524.0
1954,Verkehrsunfälle,Verletzte und Getötete,2010,11,383.0
1955,Verkehrsunfälle,Verletzte und Getötete,2010,12,277.0
1957,Verkehrsunfälle,Verletzte und Getötete,2009,1,223.0
1958,Verkehrsunfälle,Verletzte und Getötete,2009,2,340.0
1959,Verkehrsunfälle,Verletzte und Getötete,2009,3,245.0
1960,Verkehrsunfälle,Verletzte und Getötete,2009,4,416.0
1961,Verkehrsunfälle,Verletzte und Getötete,2009,5,535.0
1962,Verkehrsunfälle,Verletzte und Getötete,2009,6,443.0
1963,Verkehrsunfälle,Verletzte und Getötete,2009,7,556.0
1964,Verkehrsunfälle,Verletzte und Getötete,2009,8,466.0
1965,Verkehrsunfälle,Verletzte und Getötete,2009,9,452.0
1966,Verkehrsunfälle,Verletzte und Getötete,2009,10,432.0
1967,Verkehrsunfälle,Verletzte und Getötete,2009,11,366.0
1968,Verkehrsunfälle,Verletzte und Getötete,2009,12,391.0
1970,Verkehrsunfälle,Verletzte und Getötete,2008,1,307.0
1971,Verkehrsunfälle,Verletzte und Getötete,2008,2,340.0
1972,Verkehrsunfälle,Verletzte und Getötete,2008,3,254.0
1973,Verkehrsunfälle,Verletzte und Getötete,2008,4,355.0
1974,Verkehrsunfälle,Verletzte und Getötete,2008,5,534.0
1975,Verkehrsunfälle,Verletzte und Getötete,2008,6,473.0
1976,Verkehrsunfälle,Verletzte und Getötete,2008,7,538.0
1977,Verkehrsunfälle,Verletzte und Getötete,2008,8,480.0
1978,Verkehrsunfälle,Verletzte und Getötete,2008,9,422.0
1979,Verkehrsunfälle,Verletzte und Getötete,2008,10,455.0
1980,Verkehrsunfälle,Verletzte und Getötete,2008,11,321.0
1981,Verkehrsunfälle,Verletzte und Getötete,2008,12,272.0
1983,Verkehrsunfälle,Verletzte und Getötete,2007,1,268.0
1984,Verkehrsunfälle,Verletzte und Getötete,2007,2,277.0
1985,Verkehrsunfälle,Verletzte und Getötete,2007,3,347.0
1986,Verkehrsunfälle,Verletzte und Getötete,2007,4,500.0
1987,Verkehrsunfälle,Verletzte und Getötete,2007,5,591.0
1988,Verkehrsunfälle,Verletzte und Getötete,2007,6,535.0
1989,Verkehrsunfälle,Verletzte und Getötete,2007,7,511.0
1990,Verkehrsunfälle,Verletzte und Getötete,2007,8,422.0
1991,Verkehrsunfälle,Verletzte und Getötete,2007,9,462.0
1992,Verkehrsunfälle,Verletzte und Getötete,2007,10,491.0
1993,Verkehrsunfälle,Verletzte und Getötete,2007,11,405.0
1994,Verkehrsunfälle,Verletzte und Getötete,2007,12,414.0
1996,Verkehrsunfälle,Verletzte und Getötete,2006,1,364.0
1997,Verkehrsunfälle,Verletzte und Getötete,2006,2,279.0
1998,Verkehrsunfälle,Verletzte und Getötete,2006,3,375.0
1999,Verkehrsunfälle,Verletzte und Getötete,2006,4,387.0
2000,Verkehrsunfälle,Verletzte und Getötete,2006,5,564.0
2001,Verkehrsunfälle,Verletzte und Getötete,2006,6,479.0
2002,Verkehrsunfälle,Verletzte und Getötete,2006,7,787.0
2003,Verkehrsunfälle,Verletzte und Getötete,2006,8,513.0
2004,Verkehrsunfälle,Verletzte und Getötete,2006,9,490.0
2005,Verkehrsunfälle,Verletzte und Getötete,2006,10,632.0
2006,Verkehrsunfälle,Verletzte und Getötete,2006,11,468.0
2007,Verkehrsunfälle,Verletzte und Getötete,2006,12,466.0
2009,Verkehrsunfälle,Verletzte und Getötete,2005,1,306.0
2010,Verkehrsunfälle,Verletzte und Getötete,2005,2,282.0
2011,Verkehrsunfälle,Verletzte und Getötete,2005,3,385.0
2012,Verkehrsunfälle,Verletzte und Getötete,2005,4,514.0
2013,Verkehrsunfälle,Verletzte und Getötete,2005,5,618.0
2014,Verkehrsunfälle,Verletzte und Getötete,2005,6,729.0
2015,Verkehrsunfälle,Verletzte und Getötete,2005,7,675.0
2016,Verkehrsunfälle,Verletzte und Getötete,2005,8,582.0
2017,Verkehrsunfälle,Verletzte und Getötete,2005,9,825.0
2018,Verkehrsunfälle,Verletzte und Getötete,2005,10,568.0
2019,Verkehrsunfälle,Verletzte und Getötete,2005,11,458.0
2020,Verkehrsunfälle,Verletzte und Getötete,2005,12,460.0
2022,Verkehrsunfälle,Verletzte und Getötete,2004,1,377.0
2023,Verkehrsunfälle,Verletzte und Getötete,2004,2,310.0
2024,Verkehrsunfälle,Verletzte und Getötete,2004,3,403.0
2025,Verkehrsunfälle,Verletzte und Getötete,2004,4,461.0
2026,Verkehrsunfälle,Verletzte und Getötete,2004,5,600.0
2027,Verkehrsunfälle,Verletzte und Getötete,2004,6,598.0
2028,Verkehrsunfälle,Verletzte und Getötete,2004,7,811.0
2029,Verkehrsunfälle,Verletzte und Getötete,2004,8,584.0
2030,Verkehrsunfälle,Verletzte und Getötete,2004,9,659.0
2031,Verkehrsunfälle,Verletzte und Getötete,2004,10,561.0
2032,Verkehrsunfälle,Verletzte und Getötete,2004,11,439.0
2033,Verkehrsunfälle,Verletzte und Getötete,2004,12,416.0
2035,Verkehrsunfälle,Verletzte und Getötete,2003,1,358.0
2036,Verkehrsunfälle,Verletzte und Getötete,2003,2,308.0
2037,Verkehrsunfälle,Verletzte und Getötete,2003,3,476.0
2038,Verkehrsunfälle,Verletzte und Getötete,2003,4,535.0
2039,Verkehrsunfälle,Verletzte und Getötete,2003,5,632.0
2040,Verkehrsunfälle,Verletzte und Getötete,2003,6,723.0
2041,Verkehrsunfälle,Verletzte und Getötete,2003,7,644.0
2042,Verkehrsunfälle,Verletzte und Getötete,2003,8,577.0
2043,Verkehrsunfälle,Verletzte und Getötete,2003,9,560.0
2044,Verkehrsunfälle,Verletzte und Getötete,2003,10,595.0
2045,Verkehrsunfälle,Verletzte und Getötete,2003,11,464.0
2046,Verkehrsunfälle,Verletzte und Getötete,2003,12,493.0
2048,Verkehrsunfälle,Verletzte und Getötete,2002,1,431.0
2049,Verkehrsunfälle,Verletzte und Getötete,2002,2,393.0
2050,Verkehrsunfälle,Verletzte und Getötete,2002,3,520.0
2051,Verkehrsunfälle,Verletzte und Getötete,2002,4,521.0
2052,Verkehrsunfälle,Verletzte und Getötete,2002,5,654.0
2053,Verkehrsunfälle,Verletzte und Getötete,2002,6,833.0
2054,Verkehrsunfälle,Verletzte und Getötete,2002,7,865.0
2055,Verkehrsunfälle,Verletzte und Getötete,2002,8,601.0
2056,Verkehrsunfälle,Verletzte und Getötete,2002,9,621.0
2057,Verkehrsunfälle,Verletzte und Getötete,2002,10,630.0
2058,Verkehrsunfälle,Verletzte und Getötete,2002,11,563.0
2059,Verkehrsunfälle,Verletzte und Getötete,2002,12,394.0
2061,Verkehrsunfälle,Verletzte und Getötete,2001,1,448.0
2062,Verkehrsunfälle,Verletzte und Getötete,2001,2,439.0
2063,Verkehrsunfälle,Verletzte und Getötete,2001,3,535.0
2064,Verkehrsunfälle,Verletzte und Getötete,2001,4,578.0
2065,Verkehrsunfälle,Verletzte und Getötete,2001,5,817.0
2066,Verkehrsunfälle,Verletzte und Getötete,2001,6,679.0
2067,Verkehrsunfälle,Verletzte und Getötete,2001,7,921.0
2068,Verkehrsunfälle,Verletzte und Getötete,2001,8,600.0
2069,Verkehrsunfälle,Verletzte und Getötete,2001,9,643.0
2070,Verkehrsunfälle,Verletzte und Getötete,2001,10,717.0
2071,Verkehrsunfälle,Verletzte und Getötete,2001,11,568.0
2072,Verkehrsunfälle,Verletzte und Getötete,2001,12,507.0
2074,Verkehrsunfälle,Verletzte und Getötete,2000,1,434.0
2075,Verkehrsunfälle,Verletzte und Getötete,2000,2,419.0
2076,Verkehrsunfälle,Verletzte und Getötete,2000,3,509.0
2077,Verkehrsunfälle,Verletzte und Getötete,2000,4,557.0
2078,Verkehrsunfälle,Verletzte und Getötete,2000,5,675.0
2079,Verkehrsunfälle,Verletzte und Getötete,2000,6,685.0
2080,Verkehrsunfälle,Verletzte und Getötete,2000,7,744.0
2081,Verkehrsunfälle,Verletzte und Getötete,2000,8,647.0
2082,Verkehrsunfälle,Verletzte und Getötete,2000,9,675.0
2083,Verkehrsunfälle,Verletzte und Getötete,2000,10,615.0
2084,Verkehrsunfälle,Verletzte und Getötete,2000,11,578.0
2085,Verkehrsunfälle,Verletzte und Getötete,2000,12,515.0
